
-1.165030400000000199e+01,-7.102000000000009194e+00
-1.165031200000000133e+01,-6.528061000000008107e+00
-1.165032100000000170e+01,-5.954122000000008796e+00
-1.165033000000000207e+01,-5.380183000000009486e+00
-1.165033800000000141e+01,-4.806244000000010175e+00
-1.165034700000000178e+01,-4.232305000000007311e+00
-1.165035600000000038e+01,-3.658366000000008000e+00
-1.165036500000000075e+01,-3.084426000000007662e+00
-1.165037300000000187e+01,-2.510487000000008351e+00
-1.165038200000000046e+01,-1.936548000000009040e+00
-1.165039100000000083e+01,-1.362609000000009729e+00
-1.165039900000000195e+01,-7.886700000000104183e-01
-1.165799700000000172e+01,-7.018470000000078812e-01
-1.168055500000000180e+01,-6.176630000000074006e-01
-1.171738800000000147e+01,-5.386740000000074247e-01
-1.176737900000000181e+01,-4.672820000000079688e-01
-1.182900600000000146e+01,-4.056550000000100908e-01
-1.190039900000000195e+01,-3.556650000000090017e-01
-1.197182800000000036e+01,-3.144250000000106127e-01
-1.204325800000000157e+01,-2.731860000000096989e-01
-1.211468700000000176e+01,-2.319460000000077571e-01
-1.218611600000000195e+01,-1.907060000000093680e-01
-1.225754500000000036e+01,-1.494670000000084542e-01
-1.232897400000000054e+01,-1.082270000000100652e-01
-1.240040400000000176e+01,-6.698700000000812338e-02
-1.245906200000000119e+01,-3.806000000000864247e-02
-1.252099400000000173e+01,-1.703700000000907266e-02
-1.258514100000000191e+01,-4.278000000009996029e-03
-1.265040400000000176e+01,-7.105427357601001859e-15
-1.275065100000000129e+01,-7.105427357601001859e-15
-1.285089900000000185e+01,-7.105427357601001859e-15
-1.295114600000000138e+01,-7.105427357601001859e-15
-1.305139400000000194e+01,-7.105427357601001859e-15
-1.315164100000000147e+01,-7.105427357601001859e-15
-1.325188900000000203e+01,-7.105427357601001859e-15
-1.335213600000000156e+01,-7.105427357601001859e-15
-1.345238400000000034e+01,-7.105427357601001859e-15
-1.355263100000000165e+01,-7.105427357601001859e-15
-1.365287900000000043e+01,-7.105427357601001859e-15
-1.375312600000000174e+01,-7.105427357601001859e-15
-1.385337400000000052e+01,-7.105427357601001859e-15
-1.395362100000000183e+01,-7.105427357601001859e-15
-1.405386900000000061e+01,-7.105427357601001859e-15
-1.415411700000000117e+01,-7.105427357601001859e-15
-1.425436400000000070e+01,-7.105427357601001859e-15
-1.435461200000000126e+01,-7.105427357601001859e-15
-1.445485900000000079e+01,-7.105427357601001859e-15
-1.455510700000000135e+01,-7.105427357601001859e-15
-1.465535400000000088e+01,-7.105427357601001859e-15
-1.475560200000000144e+01,-7.105427357601001859e-15
-1.485584900000000097e+01,-7.105427357601001859e-15
-1.495609700000000153e+01,-7.105427357601001859e-15
-1.505634400000000106e+01,-7.105427357601001859e-15
-1.515659200000000162e+01,-7.105427357601001859e-15
-1.525683900000000115e+01,-7.105427357601001859e-15
-1.535708699999999993e+01,-7.105427357601001859e-15
-1.545733400000000124e+01,-7.105427357601001859e-15
-1.555758200000000002e+01,-7.105427357601001859e-15
-1.565782900000000133e+01,-7.105427357601001859e-15
-1.575807700000000011e+01,-7.105427357601001859e-15
-1.585832400000000142e+01,-7.105427357601001859e-15
-1.595857200000000020e+01,-7.105427357601001859e-15
-1.605882000000000076e+01,-7.105427357601001859e-15
-1.615906700000000029e+01,-7.105427357601001859e-15
-1.625931500000000085e+01,-7.105427357601001859e-15
-1.635956200000000038e+01,-7.105427357601001859e-15
-1.645981000000000094e+01,-7.105427357601001859e-15
-1.656005700000000047e+01,-7.105427357601001859e-15
-1.666030500000000103e+01,-7.105427357601001859e-15
-1.676055200000000056e+01,-7.105427357601001859e-15
-1.686080000000000112e+01,-7.105427357601001859e-15
-1.696104700000000065e+01,-7.105427357601001859e-15
-1.706129500000000121e+01,-7.105427357601001859e-15
-1.716154200000000074e+01,-7.105427357601001859e-15
-1.726179000000000130e+01,-7.105427357601001859e-15
-1.736203700000000083e+01,-7.105427357601001859e-15
-1.746228500000000139e+01,-7.105427357601001859e-15
-1.756253200000000092e+01,-7.105427357601001859e-15
-1.766278000000000148e+01,-7.105427357601001859e-15
-1.776302700000000101e+01,-7.105427357601001859e-15
-1.786327500000000157e+01,-7.105427357601001859e-15
-1.796352200000000110e+01,-7.105427357601001859e-15
-1.806377000000000166e+01,-7.105427357601001859e-15
-1.816401800000000222e+01,-7.105427357601001859e-15
-1.826426500000000175e+01,-7.105427357601001859e-15
-1.836451300000000231e+01,-7.105427357601001859e-15
-1.846476000000000184e+01,-7.105427357601001859e-15
-1.856500800000000240e+01,-7.105427357601001859e-15
-1.866525500000000193e+01,-7.105427357601001859e-15
-1.876550300000000249e+01,-7.105427357601001859e-15
-1.886575000000000202e+01,-7.105427357601001859e-15
-1.896599800000000258e+01,-7.105427357601001859e-15
-1.906624500000000211e+01,-7.105427357601001859e-15
-1.916649300000000267e+01,-7.105427357601001859e-15
-1.926674000000000220e+01,-7.105427357601001859e-15
-1.936698799999999920e+01,-7.105427357601001859e-15
-1.946723500000000229e+01,-7.105427357601001859e-15
-1.956748300000000285e+01,-7.105427357601001859e-15
-1.966773000000000238e+01,-7.105427357601001859e-15
-1.976797799999999938e+01,-7.105427357601001859e-15
-1.986822500000000247e+01,-7.105427357601001859e-15
-1.996847300000000303e+01,-7.105427357601001859e-15
-2.006872000000000256e+01,-7.105427357601001859e-15
-2.016896799999999956e+01,-7.105427357601001859e-15
-2.026921600000000012e+01,-7.105427357601001859e-15
-2.036946299999999965e+01,-7.105427357601001859e-15
-2.046971100000000021e+01,-7.105427357601001859e-15
-2.056995799999999974e+01,-7.105427357601001859e-15
-2.067020600000000030e+01,-7.105427357601001859e-15
-2.077045299999999983e+01,-7.105427357601001859e-15
-2.087070100000000039e+01,-7.105427357601001859e-15
-2.097094799999999992e+01,-7.105427357601001859e-15
-2.107119600000000048e+01,-7.105427357601001859e-15
-2.117144300000000001e+01,-7.105427357601001859e-15
-2.127169100000000057e+01,-7.105427357601001859e-15
-2.137193800000000010e+01,-7.105427357601001859e-15
-2.147218600000000066e+01,-7.105427357601001859e-15
-2.157243300000000019e+01,-7.105427357601001859e-15
-2.167268100000000075e+01,-7.105427357601001859e-15
-2.177292800000000028e+01,-7.105427357601001859e-15
-2.187317600000000084e+01,-7.105427357601001859e-15
-2.197342300000000037e+01,-7.105427357601001859e-15
-2.207367100000000093e+01,-7.105427357601001859e-15
-2.217391900000000149e+01,-7.105427357601001859e-15
-2.227416600000000102e+01,-7.105427357601001859e-15
-2.237441400000000158e+01,-7.105427357601001859e-15
-2.247466100000000111e+01,-7.105427357601001859e-15
-2.257490900000000167e+01,-7.105427357601001859e-15
-2.267515600000000120e+01,-7.105427357601001859e-15
-2.287565100000000129e+01,-7.105427357601001859e-15
-2.297589900000000185e+01,-7.105427357601001859e-15
-2.307614600000000138e+01,-7.105427357601001859e-15
-2.317639400000000194e+01,-7.105427357601001859e-15
-2.327664100000000147e+01,-7.105427357601001859e-15
-2.337688900000000203e+01,-7.105427357601001859e-15
-2.347713600000000156e+01,-7.105427357601001859e-15
-2.357738400000000212e+01,-7.105427357601001859e-15
-2.367763100000000165e+01,-7.105427357601001859e-15
-2.377787900000000221e+01,-7.105427357601001859e-15
-2.387812600000000174e+01,-7.105427357601001859e-15
-2.397837400000000230e+01,-7.105427357601001859e-15
-2.407862100000000183e+01,-7.105427357601001859e-15
-2.417886900000000239e+01,-7.105427357601001859e-15
-2.427911699999999939e+01,-7.105427357601001859e-15
-2.437936400000000248e+01,-7.105427357601001859e-15
-2.447961200000000304e+01,-7.105427357601001859e-15
-2.457985900000000257e+01,-7.105427357601001859e-15
-2.468010699999999957e+01,-7.105427357601001859e-15
-2.478035400000000266e+01,-7.105427357601001859e-15
-2.488060199999999966e+01,-7.105427357601001859e-15
-2.498084900000000275e+01,-7.105427357601001859e-15
-2.508109699999999975e+01,-7.105427357601001859e-15
-2.518134400000000284e+01,-7.105427357601001859e-15
-2.528159199999999984e+01,-7.105427357601001859e-15
-2.538183899999999937e+01,-7.105427357601001859e-15
-2.548208699999999993e+01,-7.105427357601001859e-15
-2.558233400000000302e+01,-7.105427357601001859e-15
-2.568258200000000002e+01,-7.105427357601001859e-15
-2.578282899999999955e+01,-7.105427357601001859e-15
-2.588307700000000011e+01,-7.105427357601001859e-15
-2.598332399999999964e+01,-7.105427357601001859e-15
-2.608357200000000020e+01,-7.105427357601001859e-15
-2.618382000000000076e+01,-7.105427357601001859e-15
-2.628406700000000029e+01,-7.105427357601001859e-15
-2.638431500000000085e+01,-7.105427357601001859e-15
-2.648456200000000038e+01,-7.105427357601001859e-15
-2.658481000000000094e+01,-7.105427357601001859e-15
-2.668505700000000047e+01,-7.105427357601001859e-15
-2.678530500000000103e+01,-7.105427357601001859e-15
-2.688555200000000056e+01,-7.105427357601001859e-15
-2.698580000000000112e+01,-7.105427357601001859e-15
-2.708604700000000065e+01,-7.105427357601001859e-15
-2.718629500000000121e+01,-7.105427357601001859e-15
-2.728654200000000074e+01,-7.105427357601001859e-15
-2.738679000000000130e+01,-7.105427357601001859e-15
-2.748703700000000083e+01,-7.105427357601001859e-15
-2.758728500000000139e+01,-7.105427357601001859e-15
-2.768753200000000092e+01,-7.105427357601001859e-15
-2.778778000000000148e+01,-7.105427357601001859e-15
-2.788802700000000101e+01,-7.105427357601001859e-15
-2.798827500000000157e+01,-7.105427357601001859e-15
-2.808852200000000110e+01,-7.105427357601001859e-15
-2.818877000000000166e+01,-7.105427357601001859e-15
-2.828901800000000222e+01,-7.105427357601001859e-15
-2.838926500000000175e+01,-7.105427357601001859e-15
-2.848951300000000231e+01,-7.105427357601001859e-15
-2.858976000000000184e+01,-7.105427357601001859e-15
-2.869000800000000240e+01,-7.105427357601001859e-15
-2.879025500000000193e+01,-7.105427357601001859e-15
-2.889050300000000249e+01,-7.105427357601001859e-15
-2.899075000000000202e+01,-7.105427357601001859e-15
-2.909099799999999902e+01,-7.105427357601001859e-15
-2.919124500000000211e+01,-7.105427357601001859e-15
-2.929149300000000267e+01,-7.105427357601001859e-15
-2.939174000000000220e+01,-7.105427357601001859e-15
-2.949198799999999920e+01,-7.105427357601001859e-15
-2.959223500000000229e+01,-7.105427357601001859e-15
-2.969248300000000285e+01,-7.105427357601001859e-15
-2.979273000000000238e+01,-7.105427357601001859e-15
-2.989297799999999938e+01,-7.105427357601001859e-15
-2.999322500000000247e+01,-7.105427357601001859e-15
-3.009347300000000303e+01,-7.105427357601001859e-15
